WORD_ID,SENTENCE_ID,CHRON_ID,WORD,PART_OF_SPEECH,CONTENT_WORD,WORD_LENGTH,IA_AREA,IA_TOP,IA_BOTTOM,IA_LEFT,IA_RIGHT
1_39_68,1_258,2970,together,ADV,1,8,6534,340,406,549,648
1_39_69,1_258,2971,and,CONJ,0,3,2772,340,406,648,690
1_39_70,1_258,2972,she,PRON,0,3,2574,340,406,690,729
1_39_71,1_258,2973,carried,VERB,1,7,5346,340,406,729,810
1_39_72,1_258,2974,a,DET,0,1,1320,340,406,810,830
1_39_73,1_258,2975,small,ADJ,1,5,5478,340,406,830,913
1_39_74,1_258,2976,suitcase,NOUN,1,8,8712,406,472,66,198
1_39_75,1_259,2977,She,PRON,0,3,2706,406,472,198,239
1_39_76,1_259,2978,looked,VERB,1,6,4686,406,472,239,310
1_39_77,1_259,2979,excited,ADJ,1,7,5280,406,472,310,390
1_39_78,1_259,2980,and,CONJ,0,3,2640,406,472,390,430
1_39_79,1_259,2981,determined,VERB,1,10,7788,406,472,430,548
1_39_80,1_259,2982,and,CONJ,0,3,2772,406,472,548,590
1_39_81,1_259,2983,slightly,ADV,1,8,5940,406,472,590,680
1_39_82,1_259,2984,on,ADP,0,2,1914,406,472,680,709
1_39_83,1_259,2985,the,DET,0,3,2640,406,472,709,749
1_39_84,1_259,2986,defensive,ADJ,1,9,7260,406,472,749,859
1_39_85,1_260,2987,At,ADP,0,2,4224,406,472,859,923
1_39_86,1_260,2988,any,DET,0,3,4416,472,541,66,130
1_39_87,1_260,2989,rate,NOUN,1,4,4761,472,541,130,199
1_39_88,1_260,2990,she,PRON,0,3,2760,472,541,199,239
1_39_89,1_260,2991,burst,NOUN,1,5,4140,472,541,239,299
1_39_90,1_260,2992,out,ADV,1,3,3450,472,541,299,349
1_39_91,1_260,2993,Ive,NOUN,0,3,4140,472,541,349,409
1_39_92,1_260,2994,spoken,VERB,1,6,4830,472,541,409,479
1_39_93,1_260,2995,my,PRON,0,2,2070,472,541,479,509
1_39_94,1_260,2996,mind,NOUN,1,4,4899,472,541,509,580
1_39_95,1_261,2997,My,PRON,0,2,2760,472,541,580,620
1_39_96,1_261,2998,dear,NOUN,0,4,3450,472,541,620,670
1_39_98,1_261,2999,cried,VERB,1,5,4140,472,541,759,819
1_39_99,1_261,3000,Mrs,NOUN,1,3,4899,472,541,819,890
1_39_100,1_261,3001,Cavendish,NOUN,0,9,6916,541,593,66,199
1_39_101,1_261,3002,this,DET,0,4,3120,541,593,199,259
1_39_102,1_261,3003,cant,NOUN,1,4,3120,541,593,259,319
1_39_103,1_261,3004,be,VERB,1,2,1560,541,593,319,349
1_39_104,1_261,3005,TRUE,ADJ,1,4,4888,541,593,349,443
1_40_1,1_262,3006,Miss,NOUN,1,4,3626,93,142,65,139
1_40_3,1_262,3007,nodded,VERB,1,6,3430,93,142,210,280
1_40_4,1_262,3008,grimly,ADV,1,6,3871,93,142,280,359
1_40_5,1_263,3009,TRUE,ADJ,1,4,2940,93,142,359,419
1_40_6,1_263,3010,enough,ADV,1,6,3871,93,142,419,498
1_40_7,1_264,3011,Afraid,ADJ,1,6,3528,93,142,498,570
1_40_8,1_264,3012,I,PRON,0,1,931,93,142,570,589
1_40_9,1_264,3013,said,VERB,1,4,2499,93,142,589,640
1_40_10,1_264,3014,some,DET,0,4,2401,93,142,640,689
1_40_11,1_264,3015,things,NOUN,1,6,3430,93,142,689,759
1_40_12,1_264,3016,to,ADP,0,2,1470,93,142,759,789
1_40_13,1_264,3017,Emily,NOUN,0,5,2989,93,142,789,850
1_40_14,1_264,3018,she,PRON,0,3,3087,93,142,850,913
1_40_15,1_264,3019,wont,VERB,1,4,5544,142,208,65,149
1_40_16,1_264,3020,forget,VERB,1,6,4620,142,208,149,219
1_40_17,1_264,3021,or,CONJ,0,2,2046,142,208,219,250
1_40_18,1_264,3022,forgive,VERB,1,7,5214,142,208,250,329
1_40_19,1_264,3023,in,ADP,0,2,2046,142,208,329,360
1_40_20,1_264,3024,a,DET,0,1,1320,142,208,360,380
1_40_21,1_264,3025,hurry,NOUN,1,5,4488,142,208,380,448
1_40_22,1_265,3026,Dont,NOUN,1,4,4026,142,208,448,509
1_40_23,1_265,3027,mind,NOUN,1,4,3366,142,208,509,560
1_40_24,1_265,3028,if,CONJ,0,2,1914,142,208,560,589
1_40_25,1_265,3029,theyve,PRON,0,6,5280,142,208,589,669
1_40_26,1_265,3030,only,ADV,1,4,3366,142,208,669,720
1_40_27,1_265,3031,sunk,VERB,1,4,3300,142,208,720,770
1_40_28,1_265,3032,in,ADP,0,2,1980,142,208,770,800
1_40_29,1_265,3033,a,DET,0,1,1320,142,208,800,820
1_40_30,1_265,3034,bit,NOUN,1,3,4620,142,208,820,890
1_40_31,1_266,3035,Probably,ADV,1,8,7392,208,274,67,179
1_40_32,1_266,3036,water,NOUN,1,5,4026,208,274,179,240
1_40_33,1_266,3037,off,ADV,1,3,2640,208,274,240,280
1_40_34,1_266,3038,a,DET,0,1,1320,208,274,280,300
1_40_35,1_266,3039,ducks,NOUN,1,5,4554,208,274,300,369
1_40_36,1_266,3040,back,NOUN,1,4,3828,208,274,369,427
1_40_37,1_266,3041,though,CONJ,0,6,5346,208,274,427,508
1_40_38,1_267,3042,I,PRON,0,1,1386,208,274,508,529
1_40_39,1_267,3043,said,VERB,1,4,3366,208,274,529,580
1_40_40,1_267,3044,right,NOUN,1,5,3894,208,274,580,639
1_40_41,1_267,3045,out,ADV,1,3,3300,208,274,639,689
1_40_42,1_267,3046,Youre,VERB,1,5,5280,208,274,689,769
1_40_43,1_267,3047,an,DET,0,2,2046,208,274,769,800
1_40_44,1_267,3048,old,NOUN,1,3,2574,208,274,800,839
1_40_45,1_267,3049,woman,NOUN,1,5,6006,208,274,839,930
1_40_46,1_267,3050,Emily,NOUN,0,5,6072,274,340,66,158
1_40_47,1_267,3051,and,CONJ,0,3,2706,274,340,158,199
1_40_48,1_267,3052,theres,NOUN,0,6,5280,274,340,199,279
1_40_49,1_267,3053,no,X,0,2,1980,274,340,279,309
1_40_50,1_267,3054,fool,NOUN,1,4,3300,274,340,309,359
1_40_51,1_267,3055,like,ADP,0,4,3300,274,340,359,409
1_40_52,1_267,3056,an,DET,0,2,2046,274,340,409,440
1_40_53,1_267,3057,old,NOUN,1,3,2640,274,340,440,480
1_40_54,1_267,3058,fool,NOUN,1,4,3828,274,340,480,538
1_40_55,1_268,3059,The,DET,0,3,2706,274,340,538,579
1_40_56,1_268,3060,mans,NOUN,1,4,3960,274,340,579,639
1_40_57,1_268,3061,twenty,NUM,0,6,4620,274,340,639,709
1_40_58,1_268,3062,years,NOUN,1,5,3960,274,340,709,769
1_40_59,1_268,3063,younger,ADJ,1,7,5280,274,340,769,849
1_40_60,1_268,3064,than,CONJ,0,4,4950,274,340,849,924
1_40_61,1_268,3065,you,PRON,0,3,4818,340,406,65,138
1_40_62,1_268,3066,and,CONJ,0,3,2772,340,406,138,180
1_40_63,1_268,3067,dont,NOUN,1,4,3894,340,406,180,239
1_40_64,1_268,3068,you,PRON,0,3,2706,340,406,239,280
1_40_65,1_268,3069,fool,NOUN,1,4,3234,340,406,280,329
1_40_66,1_268,3070,yourself,PRON,0,8,6006,340,406,329,420
1_40_67,1_268,3071,as,CONJ,0,2,1914,340,406,420,449
1_40_68,1_268,3072,to,ADP,0,2,1980,340,406,449,479
1_40_69,1_268,3073,what,DET,0,4,3300,340,406,479,529
1_40_70,1_268,3074,he,PRON,0,2,1980,340,406,529,559
1_40_71,1_268,3075,married,ADJ,1,7,5280,340,406,559,639
1_40_72,1_268,3076,you,PRON,0,3,2706,340,406,639,680
1_40_73,1_268,3077,for,ADP,0,3,3102,340,406,680,727
1_40_74,1_269,3078,Money,NOUN,1,5,4686,340,406,727,798
1_40_75,1_270,3079,Well,ADV,1,4,5412,340,406,798,880
1_40_76,1_270,3080,dont,NOUN,1,4,5727,406,475,66,149
1_40_77,1_270,3081,let,VERB,1,3,2760,406,475,149,189
1_40_78,1_270,3082,him,PRON,0,3,2829,406,475,189,230
1_40_79,1_270,3083,have,VERB,1,4,3381,406,475,230,279
1_40_80,1_270,3084,too,ADV,1,3,2760,406,475,279,319
1_40_81,1_270,3085,much,DET,0,4,3519,406,475,319,370
1_40_82,1_270,3086,of,ADP,0,2,2070,406,475,370,400
1_40_83,1_270,3087,it,PRON,0,2,2622,406,475,400,438
1_40_84,1_271,3088,Farmer,NOUN,1,6,4968,406,475,438,510
1_40_86,1_271,3089,has,VERB,1,3,2760,406,475,579,619
1_40_87,1_271,3090,got,VERB,1,3,2760,406,475,619,659
1_40_88,1_271,3091,a,DET,0,1,1449,406,475,659,680
1_40_89,1_271,3092,very,ADV,1,4,3450,406,475,680,730
1_40_90,1_271,3093,pretty,ADV,1,6,4761,406,475,730,799
1_40_91,1_271,3094,young,ADJ,1,5,5865,406,475,799,884
1_40_92,1_271,3095,wife,NOUN,1,4,4399,475,528,65,148
1_40_93,1_272,3096,Just,ADV,1,4,2703,475,528,148,199
1_40_94,1_272,3097,ask,VERB,1,3,2120,475,528,199,239
1_40_95,1_272,3098,your,PRON,0,4,2650,475,528,239,289
1_40_96,1_272,3099,Alfred,NOUN,0,6,3763,475,528,289,360
1_40_97,1_272,3100,how,ADV,1,3,2120,475,528,360,400
1_40_98,1_272,3101,much,DET,0,4,2597,475,528,400,449
1_40_99,1_272,3102,time,NOUN,1,4,2650,475,528,449,499
1_40_100,1_272,3103,he,PRON,0,2,1590,475,528,499,529
1_40_101,1_272,3104,spends,VERB,1,6,3710,475,528,529,599
1_40_102,1_272,3105,over,ADV,1,4,2650,475,528,599,649
1_40_103,1_272,3106,there,ADV,0,5,5406,475,528,649,751
1_41_1,1_273,3107,She,PRON,0,3,3038,93,142,66,128
1_41_2,1_273,3108,was,VERB,1,3,2009,93,142,128,169
1_41_3,1_273,3109,very,ADV,1,4,2499,93,142,169,220
1_41_4,1_273,3110,angry,ADJ,1,5,3283,93,142,220,287
1_41_5,1_274,3111,Natural,ADJ,1,7,4459,93,142,287,378
1_41_6,1_275,3112,I,PRON,0,1,1029,93,142,378,399
1_41_7,1_275,3113,went,VERB,1,4,2450,93,142,399,449
1_41_8,1_275,3114,on,ADP,0,2,1960,93,142,449,489
1_41_9,1_275,3115,Im,VERB,1,2,2499,93,142,489,540
1_41_10,1_275,3116,going,VERB,1,5,2891,93,142,540,599
1_41_11,1_275,3117,to,ADP,0,2,1470,93,142,599,629
1_41_12,1_275,3118,warn,VERB,1,4,2450,93,142,629,679
1_41_13,1_275,3119,you,PRON,0,3,2352,93,142,679,727
1_41_14,1_275,3120,whether,CONJ,0,7,4018,93,142,727,809
1_41_15,1_275,3121,you,PRON,0,3,2009,93,142,809,850
1_41_16,1_275,3122,like,ADP,0,4,3577,93,142,850,923
1_41_17,1_275,3123,it,PRON,0,2,3498,142,208,66,119
1_41_18,1_275,3124,or,CONJ,0,2,2046,142,208,119,150
1_41_19,1_275,3125,not,PRT,0,3,3168,142,208,150,198
1_41_20,1_276,3126,That,DET,0,4,3366,142,208,198,249
1_41_21,1_276,3127,man,NOUN,1,3,2640,142,208,249,289
1_41_22,1_276,3128,would,VERB,1,5,4026,142,208,289,350
1_41_23,1_276,3129,as,CONJ,0,2,1914,142,208,350,379
1_41_24,1_276,3130,soon,ADV,1,4,3300,142,208,379,429
1_41_25,1_276,3131,murder,NOUN,1,6,4620,142,208,429,499
1_41_26,1_276,3132,you,PRON,0,3,2706,142,208,499,540
1_41_27,1_276,3133,in,ADP,0,2,1914,142,208,540,569
1_41_28,1_276,3134,your,PRON,0,4,3366,142,208,569,620
1_41_29,1_276,3135,bed,NOUN,1,3,2640,142,208,620,660
1_41_30,1_276,3136,as,CONJ,0,2,1914,142,208,660,689
1_41_31,1_276,3137,look,NOUN,1,4,3366,142,208,689,740
1_41_32,1_276,3138,at,ADP,0,2,1914,142,208,740,769
1_41_33,1_276,3139,you,PRON,0,3,3234,142,208,769,818
1_41_34,1_277,3140,Hes,PRON,0,3,3366,142,208,818,869
1_41_35,1_277,3141,a,DET,0,1,2970,142,208,869,914
1_41_36,1_277,3142,bad,ADJ,1,3,4224,208,274,66,130
1_41_37,1_277,3143,lot,NOUN,1,3,3102,208,274,130,177
1_41_38,1_278,3144,You,PRON,0,3,2838,208,274,177,220
1_41_39,1_278,3145,can,VERB,1,3,2640,208,274,220,260
1_41_40,1_278,3146,say,VERB,1,3,2574,208,274,260,299
1_41_41,1_278,3147,what,DET,0,4,3300,208,274,299,349
1_41_42,1_278,3148,you,PRON,0,3,2706,208,274,349,390
1_41_43,1_278,3149,like,ADP,0,4,3234,208,274,390,439
1_41_44,1_278,3150,to,ADP,0,2,1980,208,274,439,469
1_41_45,1_278,3151,me,PRON,0,2,2574,208,274,469,508
1_41_46,1_278,3152,but,CONJ,0,3,2772,208,274,508,550
1_41_47,1_278,3153,remember,VERB,1,8,5874,208,274,550,639
1_41_48,1_278,3154,what,DET,0,4,3300,208,274,639,689
1_41_49,1_278,3155,Ive,NOUN,0,3,3300,208,274,689,739
1_41_50,1_278,3156,told,VERB,1,4,3300,208,274,739,789
1_41_51,1_278,3157,you,PRON,0,3,3234,208,274,789,838
1_41_52,1_279,3158,Hes,PRON,0,3,3366,208,274,838,889
1_41_53,1_279,3159,a,DET,0,1,2970,208,274,889,934
1_41_54,1_279,3160,bad,ADJ,1,3,4224,274,340,66,130
1_41_55,1_279,3161,lot,NOUN,1,3,3894,274,340,130,189
1_41_57,1_280,3162,What,DET,0,4,3894,274,340,210,269
1_41_58,1_280,3163,did,VERB,1,3,2706,274,340,269,310
1_41_59,1_280,3164,she,PRON,0,3,2574,274,340,310,349
1_41_60,1_281,3165,say,VERB,1,3,3960,274,340,349,409
1_41_61,1_281,3166,Miss,NOUN,1,4,3300,274,340,409,459
1_41_63,1_281,3167,made,VERB,1,4,3300,274,340,529,579
1_41_64,1_281,3168,an,DET,0,2,2046,274,340,579,610
1_41_65,1_281,3169,extremely,ADV,1,9,6600,274,340,610,710
1_41_66,1_281,3170,expressive,ADJ,1,10,7194,274,340,710,819
1_41_67,nan,3171,grimace,NOUN,1,7,7326,274,340,819,930
1_41_69,1_282,3172,Darling,NOUN,1,7,5874,340,406,110,199
1_41_73,1_282,3173,wicked,ADJ,1,6,8910,340,406,679,814
1_41_76,1_282,3174,accuse,VERB,1,6,4550,406,471,369,439
1_41_77,1_282,3175,her,PRON,0,3,2730,406,471,439,481
1_41_78,1_282,3176,dear,NOUN,0,4,3835,406,471,481,540
1_41_79,1_283,3177,husband,NOUN,1,7,6370,406,471,540,638
1_41_80,1_283,3178,The,DET,0,3,2665,406,471,638,679
1_41_81,1_283,3179,sooner,ADV,1,6,4615,406,471,679,750
1_41_82,1_283,3180,I,PRON,0,1,1235,406,471,750,769
1_41_83,1_283,3181,left,VERB,1,4,3250,406,471,769,819
1_41_84,1_283,3182,her,PRON,0,3,4225,406,471,819,884
1_41_85,1_283,3183,house,NOUN,1,5,5727,471,540,66,149
1_41_86,1_283,3184,the,DET,0,3,2760,471,540,149,189
1_41_87,1_284,3185,better,ADV,1,6,5451,471,540,189,268
1_41_88,1_284,3186,So,ADV,1,2,2139,471,540,268,299
1_41_89,1_284,3187,Im,VERB,1,2,2829,471,540,299,340
1_41_90,1_285,3188,off,ADV,1,3,4140,471,540,340,400
1_41_91,1_285,3189,But,CONJ,0,3,3381,471,540,400,449
1_41_92,1_285,3190,not,PRT,0,3,2760,471,540,449,489
1_41_93,1_286,3191,now,ADV,1,3,4209,471,540,489,550
1_41_94,1_286,3192,This,DET,0,4,4071,471,540,550,609
1_41_95,1_287,3193,minute,NOUN,1,6,6210,471,540,609,699
1_41_96,1_287,3194,For,ADP,0,3,2829,471,540,699,740
1_41_97,1_287,3195,a,DET,0,1,1311,471,540,740,759
1_41_98,1_287,3196,moment,NOUN,1,6,4830,471,540,759,829
1_41_99,1_287,3197,we,PRON,0,2,2070,471,540,829,859
1_41_100,1_287,3198,sat,VERB,1,3,4416,471,540,859,923
1_41_101,1_287,3199,and,CONJ,0,3,3264,540,591,66,130
1_41_102,1_287,3200,stared,VERB,1,6,3570,540,591,130,200
1_41_103,1_287,3201,at,ADP,0,2,1479,540,591,200,229
1_41_104,1_288,3202,her,PRON,0,3,3621,540,591,229,300
1_42_1,1_288,3203,Finally,ADV,1,7,5096,93,142,65,169
1_42_2,1_288,3204,John,NOUN,0,4,2499,93,142,169,220
1_42_3,1_288,3205,Cavendish,NOUN,0,9,5292,93,142,220,328
1_42_4,1_288,3206,finding,VERB,1,7,4018,93,142,328,410
1_42_5,1_288,3207,his,PRON,0,3,1911,93,142,410,449
1_42_6,1_288,3208,persuasions,NOUN,1,11,5880,93,142,449,569
1_42_7,1_288,3209,of,ADP,0,2,1519,93,142,569,600
1_42_8,1_288,3210,no,X,0,2,1421,93,142,600,629
1_42_9,1_288,3211,avail,VERB,1,5,3332,93,142,629,697
1_42_10,1_288,3212,went,VERB,1,4,2548,93,142,697,749
1_42_11,1_288,3213,off,ADV,1,3,1960,93,142,749,789
1_42_12,1_288,3214,to,ADP,0,2,1470,93,142,789,819
1_42_13,1_288,3215,look,NOUN,1,4,2499,93,142,819,870
1_42_14,1_288,3216,up,ADV,1,2,2646,93,142,870,924
1_42_15,1_288,3217,the,DET,0,3,4224,142,208,65,129
1_42_16,1_289,3218,trains,NOUN,1,6,5214,142,208,129,208
1_42_17,1_289,3219,His,PRON,0,3,2706,142,208,208,249
1_42_18,1_289,3220,wife,NOUN,1,4,3300,142,208,249,299
1_42_19,1_289,3221,followed,VERB,1,8,6006,142,208,299,390
1_42_20,1_289,3222,him,PRON,0,3,3102,142,208,390,437
1_42_21,1_289,3223,murmuring,VERB,1,9,6798,142,208,437,540
1_42_22,1_289,3224,something,PRON,0,9,6600,142,208,540,640
1_42_23,1_289,3225,about,ADP,0,5,3894,142,208,640,699
1_42_24,1_289,3226,persuading,VERB,1,10,7260,142,208,699,809
1_42_25,1_289,3227,Mrs,NOUN,1,3,4686,142,208,809,880
1_42_27,1_289,3228,to,ADP,0,2,1980,208,274,199,229
1_42_28,1_289,3229,think,VERB,1,5,4026,208,274,229,290
1_42_29,1_289,3230,better,ADV,1,6,4620,208,274,290,360
1_42_30,1_289,3231,of,ADP,0,2,1980,208,274,360,390
1_42_31,1_290,3232,it,PRON,0,2,2442,208,274,390,427
1_42_32,1_290,3233,As,CONJ,0,2,2112,208,274,427,459
1_42_33,1_290,3234,she,PRON,0,3,2640,208,274,459,499
1_42_34,1_290,3235,left,VERB,1,4,3300,208,274,499,549
1_42_35,1_290,3236,the,DET,0,3,2706,208,274,549,590
1_42_36,1_290,3237,room,NOUN,1,4,3762,208,274,590,647
1_42_37,1_290,3238,Miss,NOUN,1,4,3432,208,274,647,699
1_42_39,1_290,3239,face,NOUN,1,4,4884,208,274,789,863
1_42_40,1_291,3240,changed,VERB,1,7,7392,274,340,66,178
1_42_41,1_291,3241,She,PRON,0,3,2706,274,340,178,219
1_42_42,1_291,3242,leant,VERB,1,5,3960,274,340,219,279
1_42_43,1_291,3243,towards,ADP,0,7,5280,274,340,279,359
1_42_44,1_291,3244,me,PRON,0,2,1980,274,340,359,389
1_42_45,1_292,3245,eagerly,ADV,1,7,5940,274,340,389,479
1_42_46,1_292,3246,Mr,NOUN,1,2,3234,274,340,479,528
1_42_47,1_292,3247,Hastings,NOUN,0,8,6534,274,340,528,627
1_42_48,1_292,3248,youre,VERB,1,5,4752,274,340,627,699
1_42_49,1_293,3249,honest,ADJ,1,6,5214,274,340,699,778
1_42_50,1_293,3250,I,PRON,0,1,1386,274,340,778,799
1_42_51,1_293,3251,can,VERB,1,3,2640,274,340,799,839
1_42_52,1_293,3252,trust,VERB,1,5,5544,274,340,839,923
1_42_53,1_294,3253,you,PRON,0,3,5544,340,406,65,149
1_42_54,1_294,3254,I,PRON,0,1,1320,340,406,149,169
1_42_55,1_294,3255,was,VERB,1,3,2640,340,406,169,209
1_42_56,1_294,3256,a,DET,0,1,1386,340,406,209,230
1_42_57,1_294,3257,little,ADJ,1,6,4554,340,406,230,299
1_42_58,1_295,3258,startled,VERB,1,8,6534,340,406,299,398
1_42_59,1_295,3259,She,PRON,0,3,2706,340,406,398,439
1_42_60,1_295,3260,laid,VERB,1,4,3366,340,406,439,490
1_42_61,1_295,3261,her,PRON,0,3,2640,340,406,490,530
1_42_62,1_295,3262,hand,NOUN,1,4,3300,340,406,530,580
1_42_63,1_295,3263,on,ADP,0,2,1914,340,406,580,609
1_42_64,1_295,3264,my,PRON,0,2,2046,340,406,609,640
1_42_65,1_295,3265,arm,NOUN,1,3,3168,340,406,640,688
1_42_66,1_295,3266,and,CONJ,0,3,2772,340,406,688,730
1_42_67,1_295,3267,sank,VERB,1,4,3300,340,406,730,780
1_42_68,1_295,3268,her,PRON,0,3,2640,340,406,780,820
1_42_69,1_295,3269,voice,NOUN,1,5,3894,340,406,820,879
1_42_70,1_295,3270,to,ADP,0,2,3564,340,406,879,933
1_42_71,1_295,3271,a,DET,0,1,2838,406,472,66,109
1_42_72,1_296,3272,whisper,NOUN,1,7,5940,406,472,109,199
1_42_73,1_296,3273,Look,NOUN,1,4,4026,406,472,199,260
1_42_74,1_296,3274,after,ADP,0,5,3960,406,472,260,320
1_42_75,1_296,3275,her,PRON,0,3,3102,406,472,320,367
1_42_76,1_296,3276,Mr,NOUN,1,2,2706,406,472,367,408
1_42_77,1_297,3277,Hastings,NOUN,0,8,6534,406,472,408,507
1_42_78,1_297,3278,My,PRON,0,2,2178,406,472,507,540
1_42_79,1_297,3279,poor,ADJ,1,4,3300,406,472,540,590
1_42_80,1_298,3280,Emily,NOUN,0,5,4488,406,472,590,658
1_42_81,1_298,3281,Theyre,PRON,0,6,5346,406,472,658,739
1_42_82,1_298,3282,a,DET,0,1,1386,406,472,739,760
1_42_83,1_298,3283,lot,NOUN,1,3,2574,406,472,760,799
1_42_84,1_298,3284,of,ADP,0,2,3630,406,472,799,854
1_42_87,1_299,3286,them,PRON,0,4,3894,472,538,249,308
1_42_88,1_299,3287,Oh,X,0,2,2640,472,538,308,348
1_42_89,1_299,3288,I,PRON,0,1,1386,472,538,348,369
1_42_90,1_299,3289,know,VERB,1,4,3366,472,538,369,420
1_42_91,1_299,3290,what,DET,0,4,3234,472,538,420,469
1_42_92,1_299,3291,Im,VERB,1,2,2640,472,538,469,509
1_42_93,1_299,3292,talking,VERB,1,7,5346,472,538,509,590
1_42_94,1_300,3293,about,ADP,0,5,4488,472,538,590,658
1_42_95,1_300,3294,There,ADV,0,5,4026,472,538,658,719
1_42_96,1_300,3295,isnt,VERB,1,4,3960,472,538,719,779
1_42_97,1_300,3296,one,NUM,0,3,2640,472,538,779,819
1_42_98,1_300,3297,of,ADP,0,2,1980,472,538,819,849
1_42_99,1_300,3298,them,PRON,0,4,4950,472,538,849,924
1_42_100,1_300,3299,thats,VERB,1,5,6486,538,607,65,159
1_42_101,1_300,3300,not,PRT,0,3,2760,538,607,159,199
1_42_102,1_300,3301,hard,ADJ,1,4,3519,538,607,199,250
1_42_103,1_300,3302,up,ADV,1,2,2070,538,607,250,280
1_42_104,1_300,3303,and,CONJ,0,3,2691,538,607,280,319
1_42_105,1_300,3304,trying,VERB,1,6,4830,538,607,319,389
1_42_106,1_300,3305,to,ADP,0,2,2070,538,607,389,419
1_42_107,1_300,3306,get,VERB,1,3,2760,538,607,419,459
1_42_108,1_300,3307,money,NOUN,1,5,4209,538,607,459,520
1_42_109,1_300,3308,out,ADV,1,3,2691,538,607,520,559
1_42_110,1_300,3309,of,ADP,0,2,2139,538,607,559,590
1_42_111,1_301,3310,her,PRON,0,3,3312,538,607,590,638
1_42_112,1_301,3311,Ive,NOUN,0,3,3519,538,607,638,689
1_42_113,1_301,3312,protected,VERB,1,9,6969,538,607,689,790
1_42_114,1_301,3313,her,PRON,0,3,2760,538,607,790,830
1_42_115,1_301,3314,as,CONJ,0,2,2001,538,607,830,859
1_42_116,1_301,3315,much,DET,0,4,5175,538,607,859,934
1_42_117,1_301,3316,as,CONJ,0,2,2809,607,660,66,119
1_42_118,1_301,3317,I,PRON,0,1,1060,607,660,119,139
1_42_119,1_302,3318,could,VERB,1,5,3604,607,660,139,207
1_42_120,1_302,3319,Now,ADV,1,3,2279,607,660,207,250
1_42_121,1_302,3320,Im,VERB,1,2,2120,607,660,250,290
1_42_122,1_302,3321,out,ADV,1,3,2067,607,660,290,329
1_42_123,1_302,3322,of,ADP,0,2,1590,607,660,329,359
1_42_124,1_302,3323,the,DET,0,3,2120,607,660,359,399
1_42_125,1_302,3324,way,NOUN,1,3,2544,607,660,399,447
1_42_126,1_302,3325,theyll,VERB,0,6,4346,607,660,447,529
1_42_127,1_302,3326,impose,VERB,1,6,3710,607,660,529,599
1_42_128,1_302,3327,upon,ADP,0,4,2703,607,660,599,650
1_42_129,1_303,3328,her,PRON,0,3,4399,607,660,650,733
1_43_1,1_303,3329,Of,ADP,0,2,3038,93,142,68,130
1_43_2,1_303,3330,course,NOUN,1,6,3773,93,142,130,207
1_43_3,1_303,3331,Miss,NOUN,1,4,2548,93,142,207,259
1_43_5,1_303,3332,I,PRON,0,1,980,93,142,349,369
1_43_6,1_303,3333,said,VERB,1,4,2940,93,142,369,429
1_43_7,1_303,3334,Ill,NOUN,0,3,2940,93,142,429,489
1_43_8,1_303,3335,do,VERB,1,2,1470,93,142,489,519
1_43_9,1_303,3336,everything,PRON,0,10,5439,93,142,519,630
1_43_10,1_303,3337,I,PRON,0,1,931,93,142,630,649
1_43_11,1_303,3338,can,VERB,1,3,2401,93,142,649,698
1_43_12,1_303,3339,but,CONJ,0,3,2009,93,142,698,739
1_43_13,1_303,3340,Im,VERB,1,2,2009,93,142,739,780
1_43_14,1_303,3341,sure,ADJ,1,4,2401,93,142,780,829
1_43_15,1_303,3342,youre,VERB,1,5,4606,93,142,829,923
1_43_16,1_303,3343,excited,ADJ,1,7,6864,142,208,66,170
1_43_17,1_303,3344,and,CONJ,0,3,2640,142,208,170,210
1_43_18,1_304,3345,overwrought,VERB,1,11,9240,142,208,210,350
1_43_19,1_304,3346,She,PRON,0,3,2574,142,208,350,389
1_43_20,1_304,3347,interrupted,VERB,1,11,7920,142,208,389,509
1_43_21,1_304,3348,me,PRON,0,2,1980,142,208,509,539
1_43_22,1_304,3349,by,ADP,0,2,2046,142,208,539,570
1_43_23,1_304,3350,slowly,ADV,1,6,4620,142,208,570,640
1_43_24,1_304,3351,shaking,VERB,1,7,5280,142,208,640,720
1_43_25,1_304,3352,her,PRON,0,3,2640,142,208,720,760
1_43_26,1_305,3353,forefinger,NOUN,1,10,9240,142,208,760,900
1_43_27,1_305,3354,Young,ADJ,1,5,6006,208,274,68,159
1_43_28,1_305,3355,man,NOUN,1,3,3168,208,274,159,207
1_43_29,1_305,3356,trust,VERB,1,5,4092,208,274,207,269
1_43_30,1_306,3357,me,PRON,0,2,2574,208,274,269,308
1_43_31,1_306,3358,Ive,NOUN,0,3,3366,208,274,308,359
1_43_32,1_306,3359,lived,VERB,1,5,4026,208,274,359,420
1_43_33,1_306,3360,in,ADP,0,2,1914,208,274,420,449
1_43_34,1_306,3361,the,DET,0,3,2640,208,274,449,489
1_43_35,1_306,3362,world,NOUN,1,5,4026,208,274,489,550
1_43_36,1_306,3363,rather,ADV,1,6,4620,208,274,550,620
1_43_37,1_306,3364,longer,ADV,1,6,4554,208,274,620,689
1_43_38,1_306,3365,than,CONJ,0,4,3300,208,274,689,739
1_43_39,1_306,3366,you,PRON,0,3,2706,208,274,739,780
1_43_40,1_307,3367,have,VERB,1,4,3762,208,274,780,837
1_43_41,1_307,3368,All,DET,0,3,2772,208,274,837,879
1_43_42,1_307,3369,I,PRON,0,1,2904,208,274,879,923
